"annotation_id","annotator","aspect","created_at","id","lead_time","platform","polarity","sentence","source_id","updated_at"
1069,"1","usability","2025-09-04T23:28:05.288497Z",2029,8.077,"amazon","negative","I had to take it down.<br />The main problem is that it's 22 inches long with hanging holes on both sides of the unit.","B01A0N0RAO","2025-09-04T23:28:05.288521Z"
1070,"1","performance","2025-09-04T23:31:08.837290Z",2030,183.363,"amazon","neutral","Very basic and average for listening to music via Bluetooth from a tablet or phone.","B08XYFSND4","2025-09-04T23:31:08.837312Z"
1071,"1","general","2025-09-04T23:31:16.002923Z",2031,7.007,"amazon","positive","It’s a small flash so it’s easy to carry with you with a micro 4/3 camera.","B071CV11QP","2025-09-04T23:31:16.002943Z"
1072,"1","performance","2025-09-04T23:31:25.540043Z",2032,9.394,"amazon","positive","That means I have to eat some recent words along the lines of there is no bluetooth speaker that is truly audiophile quality.","B017WOOYE4","2025-09-04T23:31:25.540087Z"
1073,"1","general","2025-09-04T23:32:14.144186Z",2033,48.32,"amazon","neutral","We use these to keep the air flowing on our refrigerator on our sailboat.","B074TV9LQV","2025-09-04T23:32:14.144207Z"
1074,"1","general","2025-09-04T23:32:19.725850Z",2034,5.419,"amazon","neutral","Put it in my android phone without a problem.","B003WGJYCY","2025-09-04T23:32:19.725871Z"
1075,"1","connectivity","2025-09-04T23:32:24.386163Z",2035,4.523,"amazon","positive","The RapidRecap feature is neat, and I like that it connects to my Wifi.<br /><br />We had no problem setting it up - it went quickly.","B00RCYEL7U","2025-09-04T23:32:24.386183Z"
1076,"1","connectivity","2025-09-04T23:35:34.398612Z",2036,189.821,"amazon","neutral","I purchased this hub because my employer's laptop uses USB-C ports and I have a couple of USB 2/3 devices I need to connect.","B08SVZFFPP","2025-09-04T23:35:34.398650Z"
1077,"1","general","2025-09-04T23:38:56.905778Z",2037,202.316,"amazon","negative","Many other kits sell the scaffolding and the cloth separately or if they are sold together, are more expensive.","B0925XYVGN","2025-09-04T23:38:56.905801Z"
1078,"1","build_quality","2025-09-04T23:39:05.910481Z",2038,8.776,"amazon","neutral","I've got some fingerprints on the lid/cover, but doesn't look bad.<br /><br />No dvd/cd player.","B07R7S1Y59","2025-09-04T23:39:05.910501Z"
1079,"1","general","2025-09-04T23:39:10.357496Z",2039,4.314,"amazon","neutral","The only reason didn't return it because my daughter wanted it as a purse (which is what it is, not a messenger bag).","B012FXRAGG","2025-09-04T23:39:10.357515Z"
1080,"1","build_quality","2025-09-04T23:39:14.155958Z",2040,3.68,"amazon","positive","The inside is very soft and the outside is easy to clean.","B008PWUSQQ","2025-09-04T23:39:14.155976Z"
1081,"1","general","2025-09-04T23:40:54.679139Z",2041,100.375,"amazon","negative","I drilled a hole in this crappy drive and tossed it in the trash.","B07X46C64N","2025-09-04T23:40:54.679166Z"
1082,"1","build_quality","2025-09-04T23:41:02.480188Z",2042,7.595,"amazon","positive","Build quality is solid and will take a beating.","B000UD4O8Q","2025-09-04T23:41:02.480207Z"
1083,"1","usability","2025-09-04T23:41:08.388027Z",2043,5.738,"amazon","neutral","My son got this to of protect his Kindle.","B072J5CDB4","2025-09-04T23:41:08.388049Z"
1084,"1","usability","2025-09-04T23:46:32.847654Z",2044,324.159,"amazon","positive","Use this to mount a small 18 inch monitor to a sheet rock wall with no supports.","B013W5YFQY","2025-09-04T23:46:32.847695Z"
1085,"1","general","2025-09-04T23:46:37.721738Z",2045,4.613,"amazon","negative","I'm not an audiophile.","B003EM6AQE","2025-09-04T23:46:37.721761Z"
1086,"1","general","2025-09-04T23:46:43.771578Z",2046,5.921,"amazon","positive","Old filters can be challenging to remove due to fineness of threads and this set fully eliminates that issue.","B09BJ2M371","2025-09-04T23:46:43.771600Z"
1087,"1","performance","2025-09-04T23:46:47.439012Z",2047,3.545,"amazon","negative","For me, it is a step down in performance from the WNDR4500.","B00F0DD0I6","2025-09-04T23:46:47.439033Z"
1088,"1","general","2025-09-04T23:49:47.809801Z",2048,180.198,"amazon","neutral","You cannot easily curve this wire behind your TV or Amp or other devices.<br />It needs about 4 inches of wire for a 90-degree turn.","B07GH1XXGW","2025-09-04T23:49:47.809826Z"
1089,"1","general","2025-09-04T23:49:53.138544Z",2049,5.124,"amazon","neutral","I can now watch tv without saying what!","B086YC5HXW","2025-09-04T23:49:53.138568Z"
1090,"1","usability","2025-09-04T23:49:58.420784Z",2050,5.155,"amazon","negative","Even resetting it via the admin console doesn't do the trick.","B0762QT7S6","2025-09-04T23:49:58.420805Z"
1091,"1","general","2025-09-04T23:50:06.850881Z",2051,8.296,"amazon","positive","Exactly what I needed to transfer photos from cell phone to computer; where I live the email DOES NOT work on my Tracfone and had my vacation photos to load up.","B0012Y02CE","2025-09-04T23:50:06.850902Z"
1092,"1","build_quality","2025-09-04T23:50:10.638928Z",2052,3.655,"amazon","negative","I am having to constantly re-adjust them.","B07ZYQD7YJ","2025-09-04T23:50:10.638949Z"
1093,"1","price","2025-09-04T23:50:13.709101Z",2053,2.948,"amazon","positive","Price is right, too!","B009S2CXLK","2025-09-04T23:50:13.709120Z"
1094,"1","performance","2025-09-04T23:50:30.945431Z",2054,17.109,"amazon","negative","But now I have a new issue: one of the speakers rattles when bass is applied.","B01954Q5BO","2025-09-04T23:50:30.945458Z"
1095,"1","usability","2025-09-04T23:53:37.031439Z",2055,185.863,"amazon","positive","They are very soft and comfortable on the ear and I would imagine they would be just fine for extended use.","B0759QFPQ3","2025-09-04T23:53:37.031462Z"
1096,"1","general","2025-09-04T23:53:40.943946Z",2056,3.656,"amazon","neutral","Be sure to format before usage.","B01DOB6Y5Q","2025-09-04T23:53:40.943966Z"
1097,"1","general","2025-09-04T23:53:44.321849Z",2057,3.254,"amazon","neutral","I purchased this to use in school as a smaller alternative to a laptop.","B00R4OXKPW","2025-09-04T23:53:44.321871Z"
1098,"1","usability","2025-09-04T23:53:57.558257Z",2058,13.108,"amazon","positive","I charge my phone flat on my desk top, so it's not an issue for me, but if you want to take complete advantage of this station's features you should measure your phone's thickness in its case.<br /><br />Bottom line: I am totally pleased with this station despite some of the noted limitations.","B00LORB232","2025-09-04T23:53:57.558277Z"
1099,"1","usability","2025-09-04T23:55:28.527082Z",2059,90.818,"amazon","negative","I would equate the listening experience to being in a hotel room and the room 4 doors down is playing music through bad speakers.","B00BWUCX8E","2025-09-04T23:55:28.527101Z"
1100,"1","build_quality","2025-09-04T23:55:33.540061Z",2060,4.838,"amazon","negative","Literally... snapping, clicking and popping.","B076DK947N","2025-09-04T23:55:33.540083Z"
1101,"1","usability","2025-09-04T23:55:37.900743Z",2061,4.231,"amazon","negative","The only issue is that it is a hassle to charge it.","B0992CPLT9","2025-09-04T23:55:37.900762Z"
1102,"1","general","2025-09-04T23:59:30.601146Z",2062,232.514,"amazon","positive","I also ordered the Jelly Comb Mouse and love it as it doesn't make all that clicking noise.","B00MK24EUI","2025-09-04T23:59:30.601169Z"
1103,"1","general","2025-09-04T23:59:40.151723Z",2063,9.396,"amazon","neutral","I think it's silly that a wireless thing is running better than a cat 5 cable connection but it absolutely is!","B0B5YPK9L1","2025-09-04T23:59:40.151745Z"
1104,"1","general","2025-09-04T23:59:47.103220Z",2064,6.794,"amazon","neutral","Anyway I’m trying to scale down my inventory here at home, but the problem I have is that every time I try to get rid of some of those cables I end up chickening out because I worry about what happens if I need one and don’t have it.","B09MQ2457Q","2025-09-04T23:59:47.103240Z"
1105,"1","general","2025-09-05T00:02:46.667270Z",2065,179.357,"amazon","negative","Maybe it was just a fluke.","B000LRMS66","2025-09-05T00:02:46.667292Z"
1106,"1","connectivity","2025-09-05T00:02:55.552236Z",2066,8.697,"amazon","negative","Cons: will not stay in my ear eventhough I tried all the ear buds (I think is  a personal issue for that I had issues with other ear buds) But that's my issue not the products.; problem staying connected eventhough my phone was in my hand or back pocket.","B01G8JO5F2","2025-09-05T00:02:55.552255Z"
1107,"1","usability","2025-09-05T00:03:07.176147Z",2067,11.485,"amazon","negative","The problem is that the C port didn't even fit into the C port on my phone--even though I took the case off my phone.","B06XC1WGQR","2025-09-05T00:03:07.176171Z"
1108,"1","general","2025-09-05T00:05:13.144463Z",2068,125.778,"amazon","neutral","I used this to make my TV bluetooth friendly so I could use my bluetooth headphones with it.","B01B4W40VC","2025-09-05T00:05:13.144485Z"
1109,"1","other","2025-09-05T00:05:19.120049Z",2069,5.802,"amazon","neutral","But it's an alright kindle.","B00S5HFVGI","2025-09-05T00:05:19.120069Z"
1110,"1","general","2025-09-05T00:07:31.033141Z",2070,131.731,"amazon","positive","Great product, does what it says.<br />A thing that I didn’t know until the package arrived is that it is made of some dort of softer rubber material and slightly bendable.","B00P31BMHG","2025-09-05T00:07:31.033162Z"
1111,"1","general","2025-09-05T00:09:57.614340Z",2071,146.309,"amazon","neutral","There's a little pocket within the main zippered compartment.","B010CC96MS","2025-09-05T00:09:57.614418Z"
1112,"1","general","2025-09-05T00:10:04.798359Z",2072,6.983,"amazon","neutral","Eventually I will figure out how to increase the speed downstairs but it's really a non-issue for now.","B00Z0V2NQ8","2025-09-05T00:10:04.798379Z"
1113,"1","other","2025-09-05T00:10:19.089539Z",2073,14.112,"amazon","neutral","Of course, if you want to get back to your laptop and enjoy the external speakers, repeat steps 3 & 4 and change back to DIGITAL.","B004M8SBOS","2025-09-05T00:10:19.089559Z"
1114,"1","usability","2025-09-05T00:10:34.371921Z",2074,15.134,"amazon","neutral","You can select alarms.","B0787W458R","2025-09-05T00:10:34.371948Z"
1115,"1","performance","2025-09-05T00:13:43.410083Z",2075,188.827,"amazon","positive","By the way this is the second time I bought this product, because is awesome in range and sound quality.","B01G8JO5F2","2025-09-05T00:13:43.410122Z"
1116,"1","general","2025-09-05T00:13:49.251704Z",2076,5.606,"amazon","neutral","It seems to be more like a voice recorder in terms of playback quality and not optimized for playing music.","B09Y91TT2B","2025-09-05T00:13:49.251728Z"
1117,"1","usability","2025-09-05T00:13:53.011658Z",2077,3.632,"amazon","positive","I used the video on YouTube which made the install so simple.","B013JZCAZK","2025-09-05T00:13:53.011679Z"
1118,"1","other","2025-09-05T00:18:53.086890Z",2078,299.799,"amazon","neutral","But let's face it - Windows 7 is still too outdated now to go back to, so there really is no decent alternative.","B07MKLLM1Y","2025-09-05T00:18:53.086916Z"
1119,"1","performance","2025-09-05T00:19:06.383339Z",2079,12.975,"amazon","negative","The FM has a terrible hiss on all stations, as did the original unit I received.","B0788BQ2SG","2025-09-05T00:19:06.383361Z"
1120,"1","general","2025-09-05T00:19:11.379166Z",2080,4.854,"amazon","neutral","My husband tried them on and he has a big head.","B07PC7JKSB","2025-09-05T00:19:11.379185Z"
1121,"1","general","2025-09-05T00:19:16.395974Z",2081,4.883,"amazon","positive","These work great for my uber/lyft vehicle.","B07KDTK311","2025-09-05T00:19:16.395993Z"
1122,"1","other","2025-09-05T00:19:22.272975Z",2082,5.75,"amazon","negative","Took some serious head shaking and still didn't fall out!","B09JZ32TCR","2025-09-05T00:19:22.272997Z"
1123,"1","general","2025-09-05T00:22:26.374836Z",2083,183.907,"amazon","neutral","Cable box, appletv and PS3 seem to work fine thru this.","B003L14WB8","2025-09-05T00:22:26.374862Z"
1124,"1","general","2025-09-05T00:22:34.221511Z",2084,7.672,"amazon","neutral","I only have 2 complaints:<br />1) Seems cheaply made for the price charged.<br />2) I wish it was CAT7 or higher, but CAT6 will do for now.<br /><br />With that in mind, these were the perfect solution to my tight space issue.","B09D32BM8P","2025-09-05T00:22:34.221531Z"
1125,"1","usability","2025-09-05T00:22:41.122011Z",2085,6.772,"amazon","positive","I don't have a lot of space on my desk and I use a separate keyboard when using my laptop so it works perfect as my laptop is up on the second level of my desk and puts the screen in right position for looking straight at the computer.","B08TWLGJM6","2025-09-05T00:22:41.122034Z"
1126,"1","general","2025-09-05T00:22:44.439363Z",2086,3.182,"amazon","neutral","This time from Amazon.","B00CHKQ28U","2025-09-05T00:22:44.439382Z"
1127,"1","support","2025-09-05T00:22:53.343365Z",2087,8.78,"amazon","negative","Finally, one week after their technical support guy wrote back and gave me an answer unrelated to my question and problem.","B001C4EUFE","2025-09-05T00:22:53.343387Z"
1128,"1","general","2025-09-05T00:22:56.673540Z",2088,3.199,"amazon","neutral","Case blemishes aren’t a concern for me as long as the typing experience isn’t hampered.","B01MSNM6YG","2025-09-05T00:22:56.673560Z"
1129,"1","general","2025-09-05T00:23:03.038857Z",2089,6.244,"amazon","positive","Then we purchased this one and it have everything we needed.","B07K9PMK7F","2025-09-05T00:23:03.038879Z"
1130,"1","general","2025-09-05T00:23:10.587931Z",2090,7.427,"amazon","neutral","Bought it for the long power cord.","B0969Y3TP6","2025-09-05T00:23:10.587949Z"
1131,"1","build_quality","2025-09-05T00:23:14.521309Z",2091,3.797,"amazon","negative","The light cover feels like it could be easily broken.","B08BFT3Q1Z","2025-09-05T00:23:14.521329Z"
1132,"1","general","2025-09-05T00:23:20.790200Z",2092,6.141,"amazon","neutral","I keep an old iPad around JUST to set up smart things.<br /><br />-aside- you know what would be smart? a smart thing that only feeds the 2.4 part of your network to you as a connection choice.","B07WML2XTD","2025-09-05T00:23:20.790223Z"
1133,"1","general","2025-09-05T00:23:26.290586Z",2093,5.351,"amazon","negative","Had to buy a new one, different brand.","B00RXNUR8M","2025-09-05T00:23:26.290607Z"
1134,"1","price","2025-09-05T00:25:46.037070Z",2094,139.583,"amazon","positive","Good bag for the price.","B00NAAW3QQ","2025-09-05T00:25:46.037094Z"
1135,"1","general","2025-09-05T00:25:53.496734Z",2095,7.214,"amazon","neutral","Features pretty much the same.<br /><br />Out of the box the image using home mode was basic due the fact that all 4k TVs are set to automatic light detection and shifts the image to 'energy saver' slightly dimming them.","B079TSTB5V","2025-09-05T00:25:53.496754Z"
1136,"1","connectivity","2025-09-05T00:25:59.484889Z",2096,5.865,"amazon","negative","As soon as I would pick up the cordless phone, online access would be gone.","B000LIFB7S","2025-09-05T00:25:59.484927Z"
1137,"1","performance","2025-09-05T00:28:56.014860Z",2097,176.372,"amazon","negative","I can't say it is especially fast but adequate for my uses.","B06XT2VLCT","2025-09-05T00:28:56.014882Z"
1138,"1","support","2025-09-05T00:29:05.066856Z",2098,8.818,"amazon","negative","If you do not have such knowledge, I'dl look it up online as the manual is in tiny tiny print / pictures which will be hard enough to see, let alone understand.","B00VM5I3PG","2025-09-05T00:29:05.066877Z"
1139,"1","general","2025-09-05T00:29:09.482062Z",2099,4.283,"amazon","negative","I pulled in an 11 year old for assistance.","B09L5PW1D6","2025-09-05T00:29:09.482116Z"
1140,"1","usability","2025-09-05T00:29:21.170790Z",2100,11.559,"amazon","negative","We did have to get some unexpected extras to get the full enjoyment out of this: a 150in projector screen (the project goes up to 200), speakers (because the built-in one just isn't loud enough for outside), and a tripod.","B089NHQZGD","2025-09-05T00:29:21.170810Z"
1141,"1","general","2025-09-05T00:29:26.147710Z",2101,4.846,"amazon","neutral","I got it mounted on the wall sort of out of sight.","B006I0KL6Y","2025-09-05T00:29:26.147733Z"
1142,"1","performance","2025-09-05T00:29:31.664514Z",2102,5.383,"amazon","positive","I've got 4 things plugged into this particular wall tap surge and it's been nothing short of amazing.","B071NGLS26","2025-09-05T00:29:31.664533Z"
1143,"1","general","2025-09-05T00:30:17.150473Z",2103,45.273,"amazon","neutral","Rename the file: replace ""current"" with any word you want, as long as it's not ""current"") so that it is names ""anyword.gpx""<br />d.","B005DIBHA6","2025-09-05T00:30:17.150547Z"
1144,"1","general","2025-09-05T00:32:42.097643Z",2104,144.709,"amazon","neutral","These were literally an impulse buy.","B06W9FHQF4","2025-09-05T00:32:42.097682Z"
1145,"1","performance","2025-09-05T00:32:47.134107Z",2105,4.794,"amazon","negative","As other reviewers stated there is an issue with the fm transmitter strength leading to static.<br /><br />I found there is stronger FM signal if the device is installed away from electrical components.","B007NEBBA4","2025-09-05T00:32:47.134127Z"
1146,"1","performance","2025-09-05T00:32:50.017500Z",2106,2.755,"amazon","positive","This pair is probably the best I've tested for taking calls.","B08QZGH5PC","2025-09-05T00:32:50.017521Z"
1147,"1","general","2025-09-05T00:32:55.049479Z",2107,4.906,"amazon","neutral","Would not purchased a device without protection.","B012Q04WVE","2025-09-05T00:32:55.049500Z"
1148,"1","general","2025-09-05T00:32:58.766490Z",2108,3.593,"amazon","negative","Did not hold up long.","B0144AAIWQ","2025-09-05T00:32:58.766510Z"
1149,"1","performance","2025-09-05T00:34:43.303504Z",2109,104.322,"amazon","positive","Clear picture and clear sound.","B08GWBBH4R","2025-09-05T00:34:43.303529Z"
1150,"1","general","2025-09-05T00:38:25.593936Z",2110,222.021,"amazon","neutral","After doing research, I finally was given this information and was finally able to successfully mount my bad boy server.","B001HBCT1Y","2025-09-05T00:38:25.593977Z"
1151,"1","general","2025-09-05T00:38:30.484066Z",2111,4.728,"amazon","neutral","But I got around that by painting the front of my camera case lol.","B0813Y9N6C","2025-09-05T00:38:30.484087Z"
1152,"1","general","2025-09-05T00:40:12.970588Z",2112,102.269,"amazon","neutral","But that's a very, very minor issue and not worth taking a star off my review over.","B075JFDHZG","2025-09-05T00:40:12.970612Z"
1153,"1","support","2025-09-05T00:40:16.647461Z",2113,3.508,"amazon","negative","Google Play apps aren't compatible either.","B01NBIKAXU","2025-09-05T00:40:16.647483Z"
1154,"1","general","2025-09-05T00:40:21.569739Z",2114,4.795,"amazon","positive","You can’t image how excited I am to finally install one.","B017SJKXL6","2025-09-05T00:40:21.569762Z"
1155,"1","usability","2025-09-05T00:40:30.453141Z",2115,8.754,"amazon","negative","I knew if they were doing great I would write a review after a few weeks.<br /><br />Cons - the ear piece can bend around your ear, so for ME* when I’m running I have to have the chord around the front in order to stay on when it’s windy or I’m running fast.","B01G8JO5F2","2025-09-05T00:40:30.453162Z"
1156,"1","price","2025-09-05T00:42:54.846610Z",2116,144.221,"amazon","neutral","I wouldn’t say it is terrible but I wouldn’t say it is worth the price they want for it.","B00008Y0VN","2025-09-05T00:42:54.846630Z"
1157,"1","general","2025-09-05T00:42:57.786066Z",2117,2.741,"amazon","negative","I’m afraid to use them because our clothes will smell so bad.","B09JWLSG1H","2025-09-05T00:42:57.786087Z"
1158,"1","general","2025-09-05T00:43:01.442849Z",2118,3.538,"amazon","neutral","Only thing provided was the more commonly used dc adapters to use on a variety of routers.","B0B518QX3G","2025-09-05T00:43:01.442881Z"
1159,"1","build_quality","2025-09-05T00:43:04.819514Z",2119,3.238,"amazon","neutral","This is spring loaded.","B07SPJ5SHK","2025-09-05T00:43:04.819535Z"
1160,"1","general","2025-09-05T00:43:09.296667Z",2120,4.296,"amazon","positive","Perfect for a phone or tablet or 3DS.","B07XDCZ9J3","2025-09-05T00:43:09.296687Z"
1161,"1","general","2025-09-05T00:45:44.890314Z",2121,155.334,"amazon","negative","But it happens so often that my controller can't find the unit.","B005441AJC","2025-09-05T00:45:44.890343Z"
1162,"1","performance","2025-09-05T00:45:52.750128Z",2122,7.635,"amazon","positive","However, you can get away with 8gb of ram for most things due to how ridiculously optimized the Mac OS is.","B00Q0ZB3PU","2025-09-05T00:45:52.750149Z"
1163,"1","general","2025-09-05T00:50:59.224436Z",2123,306.223,"amazon","neutral","When the resolving problem occurred, I simply put the Telco's DNS resolver IP's back in the configuration.<br /><br />Please note: Do not forget to put in all the available firmware updates.","B00PDLRHFW","2025-09-05T00:50:59.224511Z"
1164,"1","general","2025-09-05T00:51:05.085880Z",2124,5.565,"amazon","neutral","The corners have a low profile, and it's almost flush with the edges of the ipad.","B0731FSRG7","2025-09-05T00:51:05.085921Z"
1165,"1","performance","2025-09-05T00:51:08.879067Z",2125,3.658,"amazon","negative","I ran memtest and it said the memory was bad.<br /><br />HOW DOES MEMORY GO BAD?","B018OB5RB8","2025-09-05T00:51:08.879106Z"
1166,"1","support","2025-09-05T00:51:13.971559Z",2126,4.962,"amazon","negative","That is the least of their worries, though, if their customer service is that terrible.","B000AMO2H0","2025-09-05T00:51:13.971579Z"
1167,"1","performance","2025-09-05T00:51:19.919316Z",2127,5.795,"amazon","positive","Have been using for over 6 months and this has not failed.","B013JZCAZK","2025-09-05T00:51:19.919337Z"
1168,"1","performance","2025-09-05T00:51:26.653632Z",2128,6.603,"amazon","negative","The speakers synced up to the device lag behind the TV by a few syllables makes things kinda annoying.<br /><br />Quick update it seems to hijack anything Bluetooth by just screaming into the either.","B0793ZT129","2025-09-05T00:51:26.653653Z"
1169,"1","performance","2025-09-05T00:52:12.795617Z",2129,45.999,"amazon","negative","Dislike it moves to slow then sometimes don’t work","B083G7B5YX","2025-09-05T00:52:12.795638Z"
1170,"1","general","2025-09-05T00:52:22.568440Z",2130,9.616,"amazon","neutral","Easy to set up, no issues , holds great memory","B07VTWX8MN","2025-09-05T00:52:22.568459Z"
1171,"1","general","2025-09-05T00:55:21.144543Z",2131,178.397,"amazon","positive","This is a great device that will allow your kids to become more familiar with computers in a way that's supervised and safe.","B09GYBXNSY","2025-09-05T00:55:21.144566Z"
1172,"1","performance","2025-09-05T00:55:24.952018Z",2132,3.618,"amazon","positive","Good voice recognition and better sound quality than prior models.","B07XKF5RM3","2025-09-05T00:55:24.952037Z"
1173,"1","usability","2025-09-05T00:55:31.370783Z",2133,6.284,"amazon","neutral","I purchased these to use in a server room for cable management, specifically for managing UPS power cables.","B0723FPB47","2025-09-05T00:55:31.370807Z"
1174,"1","general","2025-09-05T00:59:03.533910Z",2134,211.945,"amazon","positive","Great product - has saved a couple falls already.","B00W4RQ146","2025-09-05T00:59:03.533934Z"
1175,"1","performance","2025-09-05T00:59:07.517533Z",2135,3.749,"amazon","negative","These suck, I bought a pair because of the reviews.","B018APC4LE","2025-09-05T00:59:07.517554Z"
1176,"1","general","2025-09-05T00:59:14.183652Z",2136,6.528,"amazon","neutral","Used this to upgrade a six year old Toshiba laptop.","B00A1ZTZNM","2025-09-05T00:59:14.183670Z"
1177,"1","general","2025-09-05T01:00:29.795922Z",2137,75.437,"amazon","negative","I really had high hopes for this but I immediately came upon an issue.","B0828Y3T2T","2025-09-05T01:00:29.795945Z"
1178,"1","performance","2025-09-05T01:00:39.497379Z",2138,9.507,"amazon","positive","I use it while in the garden or the office and the quality of the sound, range and charge time are outstanding.","B018XI3ASO","2025-09-05T01:00:39.497400Z"
1179,"1","general","2025-09-05T01:00:43.164851Z",2139,3.507,"amazon","neutral","I like the larger size.","B07K1RZWMC","2025-09-05T01:00:43.164874Z"
1180,"1","general","2025-09-05T01:00:49.532906Z",2140,6.197,"amazon","positive","I love the colors and sturdy fit of this cover for my Kindle Fire HD 6th generation.","B08JY754V6","2025-09-05T01:00:49.532926Z"
1181,"1","usability","2025-09-05T01:07:08.303033Z",2141,378.572,"amazon","negative","I had an issue transferring all books to it from old device.","B01AHB9CYG","2025-09-05T01:07:08.303055Z"
1182,"1","general","2025-09-05T01:07:14.841532Z",2142,6.339,"amazon","negative","We got it as a gift and didn't use it for months after it was bought.","B001TOD3KU","2025-09-05T01:07:14.841551Z"
1183,"1","general","2025-09-05T01:07:19.094612Z",2143,4.108,"amazon","neutral","Purchased as a replacement for original cord Samsung galaxy 8.9 tablet.","B00JLUKG2W","2025-09-05T01:07:19.094631Z"
1184,"1","general","2025-09-05T01:07:25.909244Z",2144,6.684,"amazon","positive","Improves sound with Sonos Arc - overall very happy with purchase from Amazon Renewed.","B08KHW1W8M","2025-09-05T01:07:25.909280Z"
1185,"1","performance","2025-09-05T01:07:31.042002Z",2145,5.002,"amazon","negative","I have to tell iphone to switch call audio to phone and then back to the earbuds to get them working again.","B07X9VG6ZJ","2025-09-05T01:07:31.042023Z"
1186,"1","connectivity","2025-09-05T01:07:45.932514Z",2146,14.749,"amazon","negative","The connection with the TV VGA cable was choppy had to trash it.<br />But don't go by my review - it may be worth it for other PCs.","B00G9UWP94","2025-09-05T01:07:45.932536Z"
1187,"1","general","2025-09-05T01:07:55.129033Z",2147,9.036,"amazon","negative","But I kind of hate that it’s not hard enough on the sides.","B094QWF8PH","2025-09-05T01:07:55.129070Z"
